Name,Rating,Pricing,Location,Reviews,Review Count,Cuisine,Number of Reviews,image_url
Momofuku Ko,5,$$$$,"['8 Extra Pl', 'New York, NY 10003']","[{'text': 'TLDR: Highly recommend.\n\nThe menu was expertly crafted with 10 perfectly coursed dishes that were thoughtful, precise, and beautifully presented. The...', 'reviewer': 'Anthony A.', 'reviewer_id': '0DFv-_rHWbE05avCwKhcOw', 'rating': 5}, {'text': 'My wife and I were so bummed leaving here tonight and I am honestly pretty reluctant even writing this. My wife and I are intense foodies and admittedly had...', 'reviewer': 'Jeremy S.', 'reviewer_id': '_JZa0OwbLu1P4oLuFbZ_rg', 'rating': 2}, {'text': ""The hamburger with foie gras was quite possibly one of the best things I've ever eaten. Anywhere!!! Only thing I thought after eating it was...time for..."", 'reviewer': 'david h.', 'reviewer_id': 'u6DHB83bkVyQheRpJuuEew', 'rating': 5}]",3,American (New),384,https://s3-media2.fl.yelpcdn.com/bphoto/FeWT2WeqVGDU8IVdMtp_bA/o.jpg
Lowerline,4,$$,"['794 Washington Ave', 'Brooklyn, NY 11238']","[{'text': 'Everything was absolutely amazing.\n\nOverall rating: 5\n\nFood = soooo delicious.\n- I had the cup of Crawfish Etouffee & it was literally fire  this was my...', 'reviewer': 'Olivia N.', 'reviewer_id': 'uaAJzWR1iipChDerr_hFkg', 'rating': 5}, {'text': 'Went to Lowerline on a Friday night and got seated outdoors immediately (thank you pandemic shelters). Even though it was a cold night the heaters were...', 'reviewer': 'Vivian W.', 'reviewer_id': 'WZ3crkDqqfeONDjyYrmcxw', 'rating': 5}, {'text': 'Pretty friggin authentic!  Definitely the closest you can get in Brooklyn.  Gumbo and etoufee both were rich and substantial, even if portions were pretty...', 'reviewer': 'John C.', 'reviewer_id': 'WhPW1VpE3BSISesk3K16EA', 'rating': 4}]",3,Cajun/Creole,243,https://s3-media1.fl.yelpcdn.com/bphoto/nUwAMHW0QlSVrClCqNz2vw/o.jpg
Hav & Mar,5,,"['245 11th Ave', 'New York, NY 10001']","[{'text': 'Truly a memorable meal. Unique dishes - there were 6 of us and we all had different first, second, and third courses. All were totally unique and utterly...', 'reviewer': 'Marilyn B.', 'reviewer_id': 'H4fO2lLDjg44YrlsFLD-6w', 'rating': 5}, {'text': 'We felt very welcome from the moment we walked in. The staff is so friendly and courteous! Our server, Sheena was VERY knowledgeable and recommended drinks...', 'reviewer': 'Kahan W.', 'reviewer_id': 'TDJ1qa4ILmHUBINWQZr5HQ', 'rating': 5}, {'text': 'This restaurant is on its way to becoming a top restaurant in NYC. Everything from the appetizers, to entrees, and dessert. We sat at the chefs high top...', 'reviewer': 'Jake S.', 'reviewer_id': 'ioHwU7iO7egL_VKUOG5-ew', 'rating': 5}]",3,Seafood,64,https://s3-media2.fl.yelpcdn.com/bphoto/3E-DKMfcehQzA-Hz7VBo5g/o.jpg
Il Mattone,1,$,"['49 Beach St', 'New York, NY 10013']","[{'text': ""Are you looking for NY pizza? Your search is over. This place is amazing! I've been eating NY pizza my whole life and this is exactly what my mima brings..."", 'reviewer': 'Sarah V.', 'reviewer_id': 'VZJ3BaoBoMmUx9XnoiargA', 'rating': 5}, {'text': ""My boyfriend and I have been on the hunt for the best pizza in NYC for a couple months now. We've been to Soho. We've been to East Village. But did I ever..."", 'reviewer': 'Tiffany W.', 'reviewer_id': 'dEcYAgpFD9KTIA2H1vrTKg', 'rating': 5}, {'text': ""The food is always cold  . It's like they don't care about warming up your pizza. If I had a oven this would be a 2 star review because then I could..."", 'reviewer': 'Matthew M.', 'reviewer_id': 'gvdF4Kz0Y9u82AVWG2oH2A', 'rating': 1}]",3,Italian,109,https://s3-media1.fl.yelpcdn.com/bphoto/3WQQ9SbMIvXJjLJjKoQJMg/o.jpg
Spicy Village,5,$$,"['68 Forsyth St', 'Ste B', 'New York, NY 10002']","[{'text': 'Spicy Village is THE place to get your Henan Food. Although it is a hole in the wall, this is a place that packs flavor in food at cheap prices. The owner...', 'reviewer': 'Kevin C.', 'reviewer_id': 'lAOkhe0OG_hH39bFLlmxaA', 'rating': 5}, {'text': ""Here's a place if you want a flavor bomb:) For a place with only 6 tables that looks like a hole in the wall, it did NOT disappoint!! You might have to wait..."", 'reviewer': 'Praneetha I.', 'reviewer_id': 'AI0vTGj3zt2WIqj17dcX8Q', 'rating': 4}, {'text': 'I had a little time to kill yesterday so I searched for a spot to eat at and Spicy Village came up on my map.\n\nReally glad I found it.\n\nI ordered the...', 'reviewer': 'Jean J.', 'reviewer_id': 'DCiOvMVMAdVJHyphj3QjHw', 'rating': 5}]",3,Chinese,808,https://s3-media2.fl.yelpcdn.com/bphoto/NBSzFmT74KCxd5O_g6AkkQ/o.jpg
Little Rascal,4,$$,"['163 Elizabeth St', 'New York, NY 10012']","[{'text': 'Dined here for brunch with a few friends. This spot is more intimate and has a smaller menu.\n\nAll of the food we got was tasty, but nothing really blew us...', 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 4}, {'text': 'In short, it was a decent place but nothing special. \n\nWith a few more details,\nThe food was a modern mediterranean fusion. Lots of bread filler in my...', 'reviewer': 'Ron K.', 'reviewer_id': 'HyX63acCUSLGeF8-z6CvfQ', 'rating': 3}, {'text': 'Ended up at Little Rascal after The Egg Shop was packed on a Saturday morning. Happy we did! The place was completely empty, we were the only ones inside. I...', 'reviewer': 'Tess C.', 'reviewer_id': 'DgmcCGoGlZP2BbR4pIKarQ', 'rating': 4}]",3,Middle Eastern,257,https://s3-media3.fl.yelpcdn.com/bphoto/gPvE9KvXMi6VOUJa3npl0g/o.jpg
Atithi Indian Cuisine,5,$$,"['159 Grand St', 'Brooklyn, NY 11249']","[{'text': 'Came for a late lunch / early dinner on a weekday. Only a few tables taken up and they sat us immediately. We started with the pekora (fried cauliflower)...', 'reviewer': 'Joseph T.', 'reviewer_id': 'SqVUNVeYJblyoUz4e-Fiqw', 'rating': 5}, {'text': 'We went to Atithi on a Friday evening. We had a reservation for 3 at 7:15. The place filled up. \n\nWe ordered the prix-fixe which gives you an appetizer,...', 'reviewer': 'Aastha U.', 'reviewer_id': '8aQfvmVGqFmuTHb55b_Jkg', 'rating': 4}, {'text': 'A nice, comforting Indian restaurant in Williamsburg with great food and great service! I came here with a reservation for 2 on a Monday evening at 6:30pm...', 'reviewer': 'Catherine H.', 'reviewer_id': '-lfeeLFSeP0pfA69dc4J9Q', 'rating': 5}]",3,Indian,182,https://s3-media3.fl.yelpcdn.com/bphoto/ZUBeEb5-a-XisknvoeVwUA/o.jpg
Ensenada,3,,"['168 Borinquen Pl', 'Brooklyn, NY 11211']","[{'text': 'Food was delicious, and the vibe was great! We sat at the bar. Bartender was very nice, helpful, and knowledgeable about the menu. Great happy hour deals...', 'reviewer': 'Lauren S.', 'reviewer_id': 'GXBN3DGZ8v8GmEQu7BtYAw', 'rating': 5}, {'text': ""Lemme first say I hate leaving bad reviews but I'm almost embarrassed because this place was my idea. I wanted to come here so badly and my friends and I..."", 'reviewer': 'Nicole I.', 'reviewer_id': 'k7PLDQzpvetTq0YKLZSikA', 'rating': 1}, {'text': 'This review is admittedly from the perspective of a vegetarian at a seafood-heavy establishment, so do take it with a grain of salt. \n\nWe all started with...', 'reviewer': 'Alan S.', 'reviewer_id': '-yEhhXT6URxh_yxHko5Gzg', 'rating': 3}]",3,Mexican,19,https://s3-media2.fl.yelpcdn.com/bphoto/Q7wmJXsHWiEek5JhoOoncQ/o.jpg
Church Of Sweden,4,$,"['5 E 48th St', 'Manhattan, NY 10017']","[{'text': 'I had never had a Swedish cinnamon bun before, and this was a great place to try them. Note that the cafe in the Church of Sweden is located in the basement...', 'reviewer': 'Avanti J.', 'reviewer_id': 'daXViKMYHKZhI4enKeHXZQ', 'rating': 5}, {'text': 'Looking forward to trying the cinnamon buns some day soon, their cafe days are only Wednesday Saturday and Sunday because of Covid right now.\n\nAs another...', 'reviewer': 'Julia X.', 'reviewer_id': 'gZWmE7v8LS0KeqlwKWdHTA', 'rating': 5}, {'text': 'This is the strangest coffee shop in all of Midtown, tucked into the back of a Swedish church just off of 5th Avenue.\n\nYou have to buzz in at the front to...', 'reviewer': 'Liz S.', 'reviewer_id': '1bSo9vqRaZnl1mwsoZJP5g', 'rating': 4}]",3,Scandinavian,6,https://s3-media1.fl.yelpcdn.com/bphoto/yhOMcmzoFRSHJ6pSjvjQEg/o.jpg
Canal Street Market,4,$$,"['265 Canal St', 'New York, NY 10013']","[{'text': 'Overall great place to visit! \n\nAlthough since the Pandemic, I think there have been less food options as it seems like a lot of vendors closed and some of...', 'reviewer': 'Melinda W.', 'reviewer_id': 'p5azwqm05TOAWRc2gMlrkQ', 'rating': 5}, {'text': 'Stopped by for a quick meal after a workout. I ordered from Joes Steamed Roll and got the roast pork roll with corn and bean sprouts. You can order at their...', 'reviewer': 'Amanda W.', 'reviewer_id': '5WCftUz7fASYGJVtVQxSQA', 'rating': 3}, {'text': ""This is a very cute spot to leisurely walk around with a nice balance of eateries and shops. However, because there's a mix of spots here I wanted to give a..."", 'reviewer': 'Tiffany L.', 'reviewer_id': '6EgGeJ4gIm82n1t0jRkvSA', 'rating': 4}]",3,Food Court,212,https://s3-media2.fl.yelpcdn.com/bphoto/gXqb8XpUt3bkKgjATIXFTQ/o.jpg
Peaches HotHouse,5,$$,"['415 Tompkins Ave', 'Brooklyn, NY 11216']","[{'text': 'They have the best fried chicken sandwich in town, hands down. It is so hard to find fried chicken this juicy and crispy! They also mix the dark and white...', 'reviewer': 'Monique G.', 'reviewer_id': 'AxPBfKYFxZJzudYsqi66rw', 'rating': 5}, {'text': 'Service was great, the chicken was tasty, original, and spicy. The mac and cheese was average, the cornbread was dry and boring and the fries were decent....', 'reviewer': 'Mark G.', 'reviewer_id': 'BIzx_9eY5JMazFODVe4ZxA', 'rating': 4}, {'text': ""One of the best chicken sandwiches I've had in NYC and they named it right. The chicken was juicy and tender, with a crispy coating that had a nice kick of..."", 'reviewer': 'Dave D.', 'reviewer_id': 'eICeYMUK7NCIfb2Qa8OoeA', 'rating': 5}]",3,Southern,1412,https://s3-media3.fl.yelpcdn.com/bphoto/NXp0m-wNMUPp9GcbBQrxmA/o.jpg
Silver Rice,5,$$,"['575A Flatbush Ave', 'Brooklyn, NY 11225']","[{'text': 'always taste good and fresh !!\nfavorites are the spicy tuna bowl. \ndouble spicy salmon roll.', 'reviewer': 'Delese B.', 'reviewer_id': 'AvYm-PICB8JxD9t18WYJIA', 'rating': 5}, {'text': 'Found them on Yelp, first time getting food here. \nThe harvest bowl was pretty good, in my opinion it was a reasonable amount of food for the price. Good...', 'reviewer': 'Billy J.', 'reviewer_id': 'nzToEciZN-pGXaGZllZcuA', 'rating': 5}, {'text': 'Om sushi Gods!!! I ordered the shrimp dumpling miso soup and spicy salmon rice cup. Although my rice cup tipped over and the top came off during delivery....', 'reviewer': 'Valerie J.', 'reviewer_id': '8bgdmiuQ7TVsUYt753lmQQ', 'rating': 5}]",3,Sushi Bars,114,https://s3-media2.fl.yelpcdn.com/bphoto/NF1ln2QxdCyWOYnldy23ug/o.jpg
Kuih Cafe,4,,"['46 Eldridge St', 'New York, NY 10002']","[{'text': 'I was immediately enticed when I saw the menu of this place but unfortunately, we stopped by the weekend before Lunar New Year so they were focused on those...', 'reviewer': 'Myrna C.', 'reviewer_id': '3URiiM_5vqsaNlywokYauw', 'rating': 5}, {'text': ""We walked in around 1:30 pm today and a lot of things had already sold out. They have a special menu that they're focusing on for lunar new year so a lot of..."", 'reviewer': 'Marina C.', 'reviewer_id': 'coX8ugvnUwC87Da5RZZHFQ', 'rating': 5}, {'text': ""I couldn't stop dreaming of their desserts after seeing them all over Instagram. My birthday was coming up so I decided to try one of their cakes with my..."", 'reviewer': 'Wendy Y.', 'reviewer_id': 'OUZqZcwXR-WDkBR9L4GGwg', 'rating': 4}]",3,Desserts,75,https://s3-media2.fl.yelpcdn.com/bphoto/mJ0PPCwmRLh_0-L0sx7eMQ/o.jpg
Cafe Alula,5,,"['252 Franklin St', 'Brooklyn, NY 11222']","[{'text': 'Very surprised by how much I liked this. I went expecting much, having not been to many Lebanese restaurants because the food is generally just not my...', 'reviewer': 'Todd B.', 'reviewer_id': '0-hb63A9uWjR1YIyVMu6rg', 'rating': 5}, {'text': 'Delicious food, friendly staff, and plenty of seating.\n\nI visited Cafe Alula at the recommendation of my cousin during a recent trip back to NY. You order...', 'reviewer': 'Tessa M.', 'reviewer_id': 'K-tLXVLj9T4y7QRCU75PjQ', 'rating': 5}, {'text': 'Loved this place. I had orange blossom chai with oat milk and the cauliflower shawarma. It did not disappoint. Orange blossom chai is a dirty chai with a...', 'reviewer': 'Lynn N.', 'reviewer_id': 'aoKbCkjVP3avaa9f8MxQ5g', 'rating': 5}]",3,Cafes,80,https://s3-media3.fl.yelpcdn.com/bphoto/j7GYlRwABJbjLQyQ2ECbgQ/o.jpg
MEXiCUE,4,$$,"['225 5th Ave', 'New York, NY 10010']","[{'text': 'Our server, Stephanie, was fantastic and so quick with our order. Shared some amazing laughs as well. Happy hour and snacks were also great!! Would recommend!', 'reviewer': 'Ryan K.', 'reviewer_id': 'QZLbNMM7HzfX2AwjPFeR8Q', 'rating': 5}, {'text': 'good service , reasonable prices , perfect portions and delicious reimagined Mexican food. \n\nAlso to note : there are plenty of plant based options for...', 'reviewer': 'Kat W.', 'reviewer_id': 'SwKQQbi1COqytG1MaEvFNA', 'rating': 5}, {'text': 'Nachos with burnt ends brisket (totally worth the additional money) and the fire-roasted creamy corn were a hit! The service here is nothing less than...', 'reviewer': 'Jessie W.', 'reviewer_id': 'opgvxKk-LnHffM2c42U0ww', 'rating': 4}]",3,Mexican,663,https://s3-media3.fl.yelpcdn.com/bphoto/zIsyf_t-IAliTxTae_s-4g/o.jpg
Cafe Katja,5,$$,"['79 Orchard St', 'New York, NY 10002']","[{'text': 'Came here for dinner last night without reservations and we were promptly seated - first 80s degree day of the year so everyone was out and also the first...', 'reviewer': 'Anna K.', 'reviewer_id': 'CVY_7TdzuF3hMf2qCcSQcQ', 'rating': 5}, {'text': ""I just recently traveled to Austria and once I realized there was an Austrian restaurant in my neighborhood that I've walked by thousands of times, I had to..."", 'reviewer': 'Sarah P.', 'reviewer_id': 'PQRrKlyxZ8mJponoP8MU5Q', 'rating': 4}, {'text': ""Love it here. It's our go to local joint where you have great food, run into neighbors, make new friends at the bar... it's that kind of place. \nWe usually..."", 'reviewer': 'Judy N.', 'reviewer_id': 'hVJbFvZgycWOiDeJ4NhXCQ', 'rating': 5}]",3,German,832,https://s3-media1.fl.yelpcdn.com/bphoto/SowEwjKNkDJGnO5m2adPLg/o.jpg
Verde on Smith,4,$$,"['216 Smith St', 'Brooklyn, NY 11201']","[{'text': 'Best food and service yesterday I had chicken Marsala it was amazing .', 'reviewer': 'Bashar O.', 'reviewer_id': 'L98crNNIaxm78qcwu-dr2g', 'rating': 5}, {'text': 'I took my niece out for dinner here. She loves Italian food, and loved this spot!\n\nWe both enjoyed our meals. I had salmon, which was prepared just the way...', 'reviewer': 'Rashida M.', 'reviewer_id': 'NnBqdNJRvG0g9Aw-fzPTtQ', 'rating': 5}, {'text': 'The place is cute. We really wanted to eat in their garden area but there was a private party going on there. \n\nAppetizers:\n\nPOLPO ALLA GRIGLIA- Delicious!...', 'reviewer': 'M A.', 'reviewer_id': 'QEvgjD61Dy3tynbPN8z88A', 'rating': 4}]",3,Italian,846,https://s3-media1.fl.yelpcdn.com/bphoto/Q8usZ-YYcBchNVIcOIPsVQ/o.jpg
Ways & Means,4,,"['167 Bleecker St', 'New York, NY 10012']","[{'text': 'Went here for bottomless brunch and it was excellent! Lots of drink choices but the margs are the way to go and very well made. The service was excellent...', 'reviewer': 'Raphael P.', 'reviewer_id': '7GAXbb9qxzOnicoG0KfQhA', 'rating': 5}, {'text': ""I had brunch at this little gem and the bottomless drinks are well worth your money!! You can get mimosas, certain cocktails and even some beers. \n\nI don't..."", 'reviewer': 'Kelly H.', 'reviewer_id': 'D6MOIv13eI7I9eav3ceXAg', 'rating': 4}, {'text': ""I was walking around greenwich village and stopped by for drinks and a quick bite and ended up really liking the space. It's well decorated and has a fun,..."", 'reviewer': 'Julia S.', 'reviewer_id': '21w7htV_voI--VV6ehthwA', 'rating': 4}]",3,Tapas/Small Plates,21,https://s3-media2.fl.yelpcdn.com/bphoto/ugp2I-s_yVCA5jklNqqcqg/o.jpg
Norma,4,$$,"['438 3rd Ave', 'New York, NY 10016']","[{'text': 'Mom and I came on a Friday at 1 pm. We were seated right away. We ordered the busiate al pesto and the norma pizza. Then the tartufo al pistachio for...', 'reviewer': 'Chelsy D.', 'reviewer_id': 'MuLaqgdDs0ulFIu5dk2_Lg', 'rating': 5}, {'text': 'Overall, tasty food with a warm and rustic ambiance, albeit a bit cramped.\n\nPizza Diavola - 3.5/5 Dough was a bit chewy for my taste, but cheese was very...', 'reviewer': 'Matthew L.', 'reviewer_id': 'XHEF-GJ3xuk8z_R-aHbbYw', 'rating': 4}, {'text': 'This is such a cute spot right in the heart of Murray Hill. The staff is extremely friendly and very quick to meet your request (including refilling the...', 'reviewer': 'Lauren S.', 'reviewer_id': 'fYKWAAEKk_n0XESnzSPEOg', 'rating': 4}]",3,Italian,603,https://s3-media3.fl.yelpcdn.com/bphoto/qJKt5l2xSBUKOFRA6UOqVg/o.jpg
Mao Mao,1,$$,"['1000 Bdwy', 'Brooklyn, NY 11221']","[{'text': 'This is my first ever yelp review and this place is the only reason I wanted to write one. We got two drinks, and order of the curry puffs, which we totally...', 'reviewer': 'Melissa C.', 'reviewer_id': 'rZfI8hkhp-XW5ajMLASrRA', 'rating': 5}, {'text': ""Mao Mao is a place to go if you want a really unique ambiance to hang out in.\n\nPositives: The food was pretty great, a few unique options that I don't see..."", 'reviewer': 'Aastha U.', 'reviewer_id': '8aQfvmVGqFmuTHb55b_Jkg', 'rating': 4}, {'text': ""Probably the most unfortunate and uncomfortable dining experiences I've had in a long time. \n\nI really wanted to love this place because the space has so..."", 'reviewer': 'Christina B.', 'reviewer_id': 'DexujOQzJ4guJINSKITExQ', 'rating': 1}]",3,Thai,80,https://s3-media4.fl.yelpcdn.com/bphoto/Y9U30z_aX2CdSCSTn879fg/o.jpg
Miriam,4,$$,"['79 5th Ave', 'Brooklyn, NY 11217']","[{'text': 'Nice gem in Park Slope! \n\nThe food is tasty and prepared with care. We went here for lunch on a rainy Monday afternoon. It was very chill while having a...', 'reviewer': 'Truc H.', 'reviewer_id': 'fuEaWbixMD3usn_xvzKBGg', 'rating': 4}, {'text': 'Delicious food, great atmosphere and decor. Service was not very attentive but it was friendly. Lots of items for brunch which is served until 4:00 p.m....', 'reviewer': 'Sid P.', 'reviewer_id': 'Xcqo1GwgI99o1RRhFry5Mw', 'rating': 4}, {'text': ""Swung by for a girls night and we made a last minute reservation (day of) around 7PM Friday - it wasn't too crowded and service was great overall.\n\nWe..."", 'reviewer': 'Jeany Z.', 'reviewer_id': 'YXRDGkLmMKQV7P1jzgyMPg', 'rating': 4}]",3,Wine Bars,1174,https://s3-media3.fl.yelpcdn.com/bphoto/tONRUqmVXTshXUq6dePMSw/o.jpg
